person_key,surname,given_variants,n_ties,n_name_variants,name_variants
ph-langlois,Ph. LANGLOIS,,27,2,Ph. LANGLOIS; Ph. Langlois
poirson-c,Poirson,C.; Ch; Ch.; Charles,27,6,C. POIRSON; C. Poirson; Ch Poirson; Ch. Poirson; Charles POIRSON; Charles Poirson
hermenier-g,HERMENIER,G.; Georges,27,4,G. HERMENIER; G. Hermenier; G. Hermenier. 3; Georges Hermenier
allain-a,Allain,A.; André,27,5,A. ALLAIN; A. Allain; André ALLAIN; André Allain; André Allain 1
le-gallen-m,Le Gallen,Maurice,27,3,Maurice LE GALLEN; Maurice Le GALLEN; Maurice Le Gallen
gerard-e,Gérard,E.; Emile; Ernest; Émile,26,5,E. Gérard; Emile Gérard; Ernest GÉRARD; Ernest Gérard; Émile Gérard
gaston-dreyfus-r,Gaston-Dreyfus,René,26,2,René Gaston- Dreyfus; René Gaston-Dreyfus
chabert-h,Chabert,H.; Henri; Henry,26,3,H. Chabert; Henri Chabert; Henry Chabert
bouchayer-h,Bouchayer,H.; Hippolyte,26,2,H. Bouchayer; Hippolyte Bouchayer
vinson-j,Vinson,J.; J.-M.; Jules,26,3,J. Vinson; J.-M. Vinson; Jules Vinson
nenard-r,Nénard,Raoul,26,2,Raoul Nenard; Raoul Nénard
levy-e,Lévy,E.; Edmond; Ernest; Émile,26,6,E. Lévy; Edmond Levy; Edmond Lévy; Ernest LÉVY; Ernest Lévy; Émile Lévy
casteincau-e,Casteincau,E.; Emile; Émile,26,3,E. Casteincau; Emile Casteincau; Émile Casteincau
mirabaud-e,Mirabaud,E.; Eugène,26,2,E. Mirabaud; Eugène Mirabaud
girard-e,Girard,E.; Etienne; Émile; Émile-André-Raymond,26,4,E. Girard; Etienne GIRARD; Émile Girard; Émile-André-Raymond Girard
o-quin-p,O'Quin,P.; Patrick,26,2,P. O'Quin; Patrick O'Quin
blanchard-p,Blanchard,P.; Paul,26,3,P. Blanchard; Paul BLANCHARD; Paul Blanchard
laloux-h,Laloux,H.; Henri; Henry,26,3,H. Laloux; Henri Laloux; Henry Laloux
gannay-p,Gannay,P.; Paul,26,4,P. GANNAY; P. Gannay; Paul GANNAY; Paul Gannay
jarre-c,Jarre,C.; Camille,25,4,C. Jarre; Camille Jarre; Camille Jarre2; Camille Jarre°
lebon-p,Lebon,P.; Pierre,25,2,P. Lebon; Pierre Lebon
achalme-j,Achalme,J.; Jacques,25,2,J. Achalme; Jacques Achalme
motte-e,Motte,E.; Eugène; Édouard; Étienne,25,4,E. Motte; Eugène Motte; Édouard Motte; Étienne Motte
de-ferry-f,de FERRY,F.; François,25,5,F. DE FERRY; François DE FERRY; François de FERRY; François de Ferry; François de Ferry°
poirier-h,Poirier,H.; Henri; Henry,25,3,H. Poirier; Henri Poirier; Henry Poirier
gittens-w,Gittens,W.; William; Willy,25,3,W. Gittens; William Gittens; Willy Gittens
brugere-j,Brugère,J.,25,1,J. Brugère
lasseigne-l,Lasseigne,L.; Lucien,25,3,L. Lasseigne; Lucien LASSEIGNE; Lucien Lasseigne
wolfram-du-tonkin,wolfram du Tonkin,,25,3,Wolfram du Tonkin; Wolfram du Tonkin »; wolfram du Tonkin
mellier-l,Mellier,L.; Lucien,25,3,L. MELLIER; L. Mellier; Lucien Mellier
grisar-a,Grisar,A.; Alfred; Armand; Auguste,25,5,A. Grisar; Alfred GRISAR; Alfred Grisar; Armand Grisar; Auguste Grisar
decron-c,Decron,C.; Ch.; Charles,25,3,C. Decron; Ch. Decron; Charles Decron
hirsch-h,Hirsch,H.; Henri,25,3,H. Hirsch; H. Hirsch6; Henri Hirsch
rostand-a,Rostand,A.; ALEXIS; Albert; Alexis; Alfred; Auguste,25,7,A. Rostand; ALEXIS ROSTAND; Albert Rostand; Alexis Rostand; Alexis Rostand 8; Alfred Rostand; Auguste Rostand
rostand-j,Rostand,J.; Jules,25,3,J. Rostand; Jules ROSTAND; Jules Rostand
perpignani-n,PERPIGNANI,N.; Nicolas,25,4,N. PERPIGNANI; N. Perpignani; Nicolas PERPIGNANI; Nicolas Perpignani
outrey-e,Outrey,E.; Ernest,25,2,E. Outrey; Ernest Outrey
minost-e,Minost,E.; Émile,25,2,E. Minost; Émile Minost
bloch-m,Bloch,Marcel,24,1,Marcel Bloch
lemoigne-e,Lemoigne,E.; Émile,24,2,E. Lemoigne; Émile Lemoigne
odier-l,Odier,L.; Léon,24,2,L. Odier; Léon Odier
bardon-h,Bardon,H.; Henri; Hippolyte,24,3,H. Bardon; Henri Bardon; Hippolyte Bardon
henry-a,HENRY,A.; Arsène,24,3,A. Henry; Arsène HENRY; Arsène Henry
katz,Katz,,24,1,Katz
lepel-cointet-g,Lepel Cointet,G.; Guy,24,4,G. Lepel Cointet; G. Lepel-Cointet; Guy Lepel- Cointet; Guy Lepel-Cointet
regnault-e,Regnault,E.; Eugène,24,3,E. Regnault; E. Régnault; Eugène Regnault
bordet-l,Bordet,L.; Lucien; Léon,24,3,L. Bordet; Lucien Bordet; Léon Bordet
despret-g,Despret,G.; Georges,24,3,G. Despret; Georges Despret; Georges Despret3
chastel-a,Chastel,A.; André,24,2,A. Chastel; André Chastel
bouruet-aubertot-h,Bouruet-Aubertot,H.; Hector,24,4,H. Bouruet- Aubertot; H. Bouruet-Aubertot; Hector Bouruet- Aubertot; Hector Bouruet-Aubertot
barris-p,Barris,P.; Pierre,24,2,P. Barris; Pierre Barris
lambert-a,Lambert,A.; A.-A.; Alfred,24,3,A. Lambert; A.-A. Lambert; Alfred Lambert
fouque-j,Fouque,J.; J. A.; J.-A.; J.-B.; Jean; Joseph,24,6,J. A. Fouque; J. Fouque; J.-A. Fouque; J.-B. Fouque; Jean Fouque; Joseph Fouque
palanque-l,Palanque,L.; Louis,24,4,L. PALANQUE; L. Palanque; Louis PALANQUE; Louis Palanque
dentz-a,DENTZ,A.; André,24,3,A. Dentz; André DENTZ; André Dentz
devies-m,Devies,Maurice,24,2,Maurice DEVIES; Maurice Devies
nouailhetas-a,Nouailhetas,A.; André,24,4,A. NOUAILHETAS; A. Nouailhetas; André NOUAILHETAS; André Nouailhetas
audren-de-kerdrel-r,AUDREN de KERDREL,Raoul,24,4,Raoul AUDREN DE KERDREL; Raoul AUDREN de KERDREL; Raoul Audren de KERDREL; Raoul Audren de Kerdrel
homberg,Homberg,,24,1,Homberg
reille-a,Reille,A.; Amédée,24,2,A. Reille; Amédée Reille
lorthiois-j,Lorthiois,J.; Jules,24,3,J. LORTHIOIS; J. Lorthiois; Jules Lorthiois
hailaust-g,Hailaust,G.; George; Georges,23,3,G. Hailaust; George Hailaust; Georges Hailaust
perouse-d,Pérouse,D.; Debis; Denis,23,3,D. Pérouse; Debis Pérouse; Denis Pérouse
thomas-g,Thomas,G.; Georges,23,3,G. Thomas; Georges Thomas; Georges Thomas 2
guerin-j,Guérin,J.; Jacques; Jean; Joseph,23,5,J. Guérin; Jacques Guérin; Jean Guérin; Joseph GUERIN; Joseph Guérin
guignard-e,Guignard,E.; Ed; Edouard; Eugène; Édouard,23,5,E. Guignard; Ed Guignard; Edouard Guignard; Eugène Guignard; Édouard Guignard
hallet-r,Hallet,Robert,23,2,Robert HALLET; Robert Hallet
berger-v,Berger,V.; Vincent,23,2,V. Berger; Vincent Berger
superville,Superville,,23,1,Superville
de-solages,de Solages,,23,1,de Solages
weiss-p,Weiss,P.; P.-L.; Paul; Paul Louis; Paul-Louis,23,7,P. WEISS; P. Weiss; P.-L. Weiss; Paul Louis Weiss; Paul Weiss; Paul Weiss. 4; Paul-Louis Weiss
peyrissac-l,Peyrissac,L.; Léon,23,2,L. Peyrissac; Léon Peyrissac
de-lestapis-r,de LESTAPIS,Raoul,23,2,Raoul de LESTAPIS; Raoul de Lestapis
luquet-a,Luquet,A.; André,23,3,A. Luquet; André LUQUET; André Luquet
briand-g,Briand,G.; Gustave,23,3,G. Briand; Gustave BRIAND; Gustave Briand
saurin-h,Saurin,H.; Henri,23,2,H. Saurin; Henri Saurin
labbe-j,Labbé,J.; Joseph,23,4,J. LABBÉ; J. Labbé; Joseph LABBÉ; Joseph Labbé
sautter-r,Sautter,Raoul,22,1,Raoul Sautter
bonnasse-j,Bonnasse,J.; Joseph; Jospeh,22,3,J. Bonnasse; Joseph Bonnasse; Jospeh Bonnasse*
chailley-j,Chailley,J.; Joseph; Jospeh,22,3,J. Chailley; Joseph Chailley; Jospeh Chailley
prince-d-essling,prince d'Essling,,22,1,prince d'Essling
pannetier-g,Pannetier,G.; Georges,22,3,G. Pannetier; Georges PANNETIER; Georges Pannetier
picot-h,Picot,Henri,22,2,Henri PICOT; Henri Picot
faure-a,Faure,A.; Alexis; André; Arnaud; Auguste,22,5,A. Faure; Alexis Faure; André Faure; Arnaud Faure; Auguste Faure
allegre-l,Allègre,L.; Louis; Léon-Louis,22,3,L. Allègre; Louis Allègre; Léon-Louis Allègre
provot-g,Provot,G.; G. A.; Gaston; Georges,22,7,G. A. Provot; G. Provot; G. Provot. 2; G. Provôt; Gaston Provot; Georges Provot; Georges Provôt
fraissinet-j,Fraissinet,J.; Jean,22,2,J. Fraissinet; Jean Fraissinet
gerard-r,Gérard,Robert,22,2,Robert GÉRARD; Robert Gérard
foy-s,Foy,S.; Séb; Sébastien,22,5,S. Foy; Séb Foy; Sébastien FOY; Sébastien Foy; Sébastien Foy. 8
mallet-a,MALLET,A.; André,22,5,A. MALLET; A. Mallet; André MALLET; André Mallet; André Mallet 1
mirabaud-a,Mirabaud,A.; Albert,22,2,A. Mirabaud; Albert Mirabaud
vigne-g,Vigne,G.; Georges,22,2,G. Vigne; Georges Vigne
daher-p,Daher,P.; Paul,22,2,P. Daher; Paul Daher
bernard,Bernard,,22,1,Bernard
clerc-a,Clerc,A.; Alexis; André,22,3,A. Clerc; Alexis Clerc; André Clerc
gorgeu-m,Gorgeu,Maurice,22,2,Maurice Gorgeu; Maurice Gorgeu [
girot-h,Girot,H.; Henri; Henri-François,22,4,H. Girot; Henri GIROT; Henri Girot; Henri-François Girot
mathon-e,Mathon,E.; Eugène,22,3,E. Mathon; Eugène MATHON; Eugène Mathon
remond-j,Rémond,J.; Jean; Joseph,22,4,J. Rémond; Jean Rémond; Joseph Remond; Joseph Rémond
doumic-j,Doumic 3,J. R.; J.-R.; Jacques; Jacques René; Jacques-René,22,6,J. R. Doumic; J.-R. Doumic; J.-R. Doumic 3; Jacques Doumic; Jacques René Doumic; Jacques-René Doumic
barondeau-g,Barondeau,G.; Georges,22,4,G. BARONDEAU; G. Barondeau; Georges BARONDEAU; Georges Barondeau
simoni-p,SIMONI,P.; Paul; Philippe,22,5,P. SIMONI; P. Simoni; P. Simoni. 8; Paul Simoni; Philippe SIMONI
hachette-r,Hachette,René; Roger-Amédée-René,22,3,René Hachette; René Hachette1; Roger-Amédée-René Hachette
jean-duclos-j,Jean-Duclos,J.; Jules,22,5,J. Jean- Duclos; J. Jean-Duclos; Jules JEAN-DUCLOS; Jules Jean- Duclos; Jules Jean-Duclos
chanove-j,Chanove,J.; Jean; Joseph,22,4,J. Chanove; Jean Chanove; Jean Chanove. 8; Joseph Chanove
de-beaumont,de BEAUMONT,,22,2,de BEAUMONT; de Beaumont
bourdariat-a,Bourdariat,A.; A.-J.; Alexandre,22,4,A. Bourdariat; A.-J. Bourdariat; Alexandre BOURDARIAT; Alexandre Bourdariat
boyer-h,Boyer,H. E.; H. Eugène; H.-E.; Hippolyte-Eugène,22,5,H. E. BOYER; H. E. Boyer; H. Eugène Boyer; H.-E. Boyer; Hippolyte-Eugène Boyer
ville-p,Ville,P.; Paul,22,2,P. Ville; Paul Ville
ballande-a,Ballande,A.; André,22,2,A. Ballande; André Ballande
mange-a,Mange*,A.; Alfred,21,3,A. Mange; Alfred Mange; Alfred Mange*
allard-j,Allard,J.; J.-L.-V.; Josse,21,5,J. Allard; J.-L.-V. Allard; Josse Allard; Josse Allard. 26; Josse Allard. 3
kreiss-p,Kreiss,P.; Philippe,21,2,P. Kreiss; Philippe Kreiss
walter-j,Walter,J.; Jacques; Jean,21,4,J. Walter; Jacques Walter; Jacques Walter. 1; Jean Walter
geraud-l,Géraud,L.; Léon,21,2,L. Géraud; Léon Géraud
de-rivaud-m,de Rivaud,Maurice; Max,21,3,Maurice de Rivaud; Max de RIVAUD; Max de Rivaud
gouin-e,Goüin,E.; Edmond; Ernest; Édouard,21,7,E. Gouin; E. Goüin; Edmond Goüin; Ernest Gouin; Ernest Goüin; Édouard Gouin; Édouard Goüin
jacobs-e,Jacobs,E.; Émile,21,3,E. Jacobs; E. Jacobs. 24; Émile Jacobs
karcher-l,KARCHER,L.; Léon,21,5,L. KARCHER; L. Karcher; L. Karcher 5; Léon KARCHER; Léon Karcher
dugardin,Dugardin,,21,1,Dugardin
letondot-c,Letondot,C.; Ch.; Charles,21,4,C. Letondot; Ch. Letondot; Charles LETONDOT; Charles Letondot
robert,Robert,,21,1,Robert
benard-l,Bénard,L.; Lucien; Léonus,21,3,L. Bénard; Lucien Bénard; Léonus Bénard
richard-j,Richard,J.-B.; J.-L.; Joseph; Jules; Julien,21,5,J.-B. Richard; J.-L. Richard; Joseph Richard; Jules Richard; Julien Richard
langlois,Langlois,,21,1,Langlois
p-forveille-imprimeur-de-titres-paris-rodez,? P. Forveille imprimeur de titres Paris-Rodez,,21,1,? P. Forveille imprimeur de titres Paris-Rodez
pavie-g,Pavie,G.; Georges,21,2,G. Pavie; Georges Pavie
renaud,Renaud,,21,1,Renaud
bignon-l,Bignon,L.; Louis,21,2,L. Bignon; Louis Bignon
oudot-l,OUDOT,L.; Louis,21,3,L. Oudot; Louis OUDOT; Louis Oudot
langlois-p,Langlois,P.; P. H.; Philippe,21,5,P. H. LANGLOIS; P. LANGLOIS; P. Langlois; Philippe LANGLOIS; Philippe Langlois
ph-delmas,Ph. Delmas,,21,2,Ph. DELMAS; Ph. Delmas
mols-a,Mols,A.; Alexis,21,2,A. Mols; Alexis Mols
vanoutryve-f,VANOUTRYVE,F.; Félix,21,4,F. VANOUTRYVE; F. Vanoutryve; F. Vanoutryve. 2; Félix Vanoutryve
legrand-j,Legrand,J.; Jean,21,3,J. Legrand; Jean LEGRAND; Jean Legrand
lemaignen-r,Lemaignen,Robert,21,1,Robert Lemaignen
raoul-duval-e,Raoul-Duval,E.; Ed; Edgar; Edgard; Étienne,21,7,E. Raoul-Duval; Ed Raoul-Duval; Ed Raoul-Duval 1; Edgar RAOUL-DUVAL; Edgar Raoul-Duval; Edgard Raoul-Duval; Étienne Raoul-Duval
dior-j,DIOR,J.; Jacques,21,4,J. DIOR; J. Dior; Jacques DIOR; Jacques Dior
petin-h,PÉTIN,H.; Hector,21,7,H. PETIN; H. Petin; H. PÉTIN; H. Pétin; Hector PETIN; Hector Petin; Hector Pétin
rheims-j,Rheims,J.; Jean,21,3,J. Rheims; Jean RHEIMS; Jean Rheims
benignus-m,BÉNIGNUS,Marc,21,3,Marc Benignus; Marc BÉNIGNUS; Marc Bénignus
allain-e,Allain,E.; É.; Émile,21,3,E. Allain; É. Allain; Émile Allain
pichard-g,Pichard,G.; Georges,20,2,G. Pichard; Georges Pichard
gompel-p,Gompel,P.; Pierre,20,2,P. Gompel; Pierre Gompel
heurteau-e,Heurteau,E.; Émile,20,2,E. Heurteau; Émile Heurteau
reille-x,Reille,X.; Xavier,20,2,X. Reille; Xavier Reille
grillot-a,Grillot,A.; Auguste,20,2,A. Grillot; Auguste Grillot
gauthier-p,Gauthier,P.; Paul,20,2,P. Gauthier; Paul Gauthier
bonan-f,Bonan,F.; Félix,20,4,F. Bonan; F. Bonan. 64; Félix Bonan; Félix Bonan 1
margot,Margot,,20,1,Margot
riviere-a,Rivière,A.; Adrien; Albert; André,20,5,A. Rivière; Adrien Rivière; Adrien Rivière. 3; Albert Rivière; André Rivière
girod-de-l-ain,Girod de l'Ain,,20,1,Girod de l'Ain
paris-e,Paris,E.; Eugène,20,2,E. Paris; Eugène Paris
gillet-p,Gillet,P.; Paul; Pierre,20,3,P. Gillet; Paul Gillet; Pierre Gillet
dreyfus-g,Dreyfus,G.; Georges,20,2,G. Dreyfus; Georges Dreyfus
de-joannis-e,de Joannis,Edmond; Édouard,20,2,Edmond de Joannis; Édouard de Joannis
ardoin-p,Ardoin,P.; Paul,20,2,P. Ardoin; Paul Ardoin
lafond-h,Lafond,H.; Henri,20,2,H. Lafond; Henri Lafond
chabrieres-m,Chabrières,Marcel; Maurice,20,2,Marcel Chabrières; Maurice Chabrières
jambon-c,Jambon,Ch.; Charles,20,3,Ch. Jambon; Charles JAMBON; Charles Jambon
saint-girons-j,Saint-Girons,J.; Jean,20,4,J. Saint- Girons; J. Saint-Girons; Jean Saint- Girons; Jean Saint-Girons
lefevre-c,Lefèvre,Ch.; Charles,20,2,Ch. Lefèvre; Charles Lefèvre
thube-a,Thubé,A.; Amédée,20,3,A. Thubé; Amédée Thubé; Amédée Thubé. 1
sellier-p,Sellier,P.; Paul,20,2,P. Sellier; Paul Sellier
johnston-g,Johnston,G.; George; Georges,20,4,G. Johnston; George Johnston; George Johnston 3; Georges Johnston
fraissinet-a,Fraissinet,A.; Albert; Alfred,20,3,A. Fraissinet; Albert Fraissinet; Alfred Fraissinet
duperon-p,DUPERON,P.; Philippe,20,4,P. DUPERON; P. Dupéron; Philippe Duperon; Philippe Dupéron
baffeleuf-a,Baffeleuf,A.; Antoine,20,4,A. BAFFELEUF; A. Baffeleuf; Antoine BAFFELEUF; Antoine Baffeleuf
lionel-marie-j,Lionel-Marie,J.; Jules,20,4,J. Lionel- Marie; J. Lionel-Marie; Jules Lionel-Marie; Jules Lionel-Marie 3
fernandez-g,Fernandez,G.; Gustave,20,2,G. Fernandez; Gustave Fernandez
brame-p,Brame,P.; Pierre,20,3,P. BRAME; P. Brame; Pierre Brame
thion-de-la-chaume,Thion de la Chaume,,20,2,Thion de la Chaume; Thion de la Chaume. 30
cunisset-p,Cunisset,P.; Pierre,20,2,P. Cunisset; Pierre Cunisset
berquet-o,BERQUET,O.; Oscar,20,3,O. BERQUET; O. Berquet; Oscar Berquet
guyot-p,Guyot,P.; Paul,19,2,P. Guyot; Paul Guyot
de-freycinet-h,de Freycinet,Henri; Henry,19,2,Henri de Freycinet; Henry de Freycinet
plisson-e,Plisson,E.; Ernest,19,2,E. Plisson; Ernest Plisson
dreux-a,Dreux,A.; Alexandre; Antoine,19,3,A. Dreux; Alexandre Dreux; Antoine Dreux
petit-j,Petit,J.; Joseph,19,2,J. Petit; Joseph Petit
benac-a,Bénac,A.; André,19,4,A. Benac; A. Bénac; André Bénac; André Bénac2
fliche-g,Fliche,G.; Gabriel,19,2,G. Fliche; Gabriel Fliche
choppin-de-janvry-j,Choppin de Janvry,J.; Joseph,19,2,J. Choppin de Janvry; Joseph Choppin de Janvry
bloch,Bloch,,19,2,BLOCH; Bloch
laroche-c,Laroche,C.; Ch; Ch.; Charles,19,4,C. Laroche; Ch Laroche; Ch. Laroche; Charles Laroche
delmas-r,Delmas,Raymond; René; Robert,19,3,Raymond Delmas; René Delmas; Robert Delmas
guillemet-p,Guillemet,P.; Paul,19,2,P. Guillemet; Paul Guillemet
achalme-p,Achalme,P.; Pierre,19,2,P. Achalme; Pierre Achalme
bernard-a,Bernard,A.; Albert; André; Antoine; Augustin,19,5,A. Bernard; Albert Bernard; André Bernard; Antoine Bernard; Augustin Bernard
goudchaux-m,Goudchaux,Mathieu; Maurice; Michel,19,3,Mathieu Goudchaux; Maurice Goudchaux; Michel Goudchaux
martin-g,Martin,G.; G.-C.; Georges; Georges Ch.; Georges-Charles,19,5,G. Martin; G.-C. Martin; Georges Ch. Martin; Georges Martin; Georges-Charles Martin
monchicourt-a,Monchicourt,A.; A.-G.; A.-P.; A.G.; A.P.; André,19,6,A. Monchicourt; A.-G. Monchicourt; A.-P. Monchicourt; A.G. Monchicourt; A.P. Monchicourt; André Monchicourt
getten,Getten,,19,1,Getten
bourgeois-a,BOURGEOIS,A.; Adolphe; André,19,5,A. BOURGEOIS; A. Bourgeois; Adolphe Bourgeois; André BOURGEOIS; André Bourgeois
getten-p,Getten,P.; Pierre,19,3,P. Getten; Pierre GETTEN; Pierre Getten
oudot-e,Oudot,E.; Emile; É.; Émile,19,5,E. Oudot; Emile Oudot; É. Oudot; Émile OUDOT; Émile Oudot
mercier-g,Mercier,G.; Gustave,19,2,G. Mercier; Gustave Mercier
moreau-neret-a,Moreau-Néret,A.; André,19,3,A. Moreau- Néret; A. Moreau-Néret; André Moreau-Néret
cambefort-o,Cambefort,O.; Oscar,19,2,O. Cambefort; Oscar Cambefort
corbin-p,Corbin,Paul; Pierre,19,3,Paul Corbin; Pierre Corbin; Pierre Corbin. 2
dollfus-j,Dollfus,J.; Jean; Jules,19,3,J. Dollfus; Jean Dollfus; Jules Dollfus
champin,Champin,,19,1,Champin
brincard-g,Brincard,G.; Georges,19,3,G. Brincard; Georges BRINCARD; Georges Brincard
berthelot-a,Berthelot,A.; André,19,2,A. Berthelot; André Berthelot
robert-j,Robert,J.; Jean; Jean-Maxime; Joseph; Jules,19,5,J. Robert; Jean Robert; Jean-Maxime Robert; Joseph Robert; Jules Robert
zarifi,Zarifi,,19,1,Zarifi
jacquier-f,Jacquier,F.; François,19,3,F. Jacquier; François JACQUIER; François Jacquier
lecat-p,LECAT,P.; Paul,19,4,P. LECAT; P. Lecat; Paul LECAT; Paul Lecat
du-vivier-de-streel-e,du Vivier de Streel,Edmond,19,3,Edmond du VIVIER DE STREEL; Edmond du VIVIER de STREEL; Edmond du Vivier de Streel
parent-p,Parent,P.; Pierre,19,2,P. Parent; Pierre Parent
cabaud,Cabaud,,19,2,Cabaud; Cabaud…
siegfried-e,Siegfried,E.; Ernest,19,2,E. Siegfried; Ernest Siegfried
carre-r,Carré,René,19,1,René Carré
clanis-g,Clanis,G.; Gaston,19,2,G. Clanis; Gaston Clanis
touze-e,Touze,E.; Étienne; Étienne-Adolphe,19,3,E. Touze; Étienne Touze; Étienne-Adolphe Touze
bocquet-j,Bocquet,J.; Jacques; Joseph,19,5,J. BOCQUET; J. Bocquet; Jacques BOCQUET; Jacques Bocquet; Joseph BOCQUET
louppe-a,LOUPPE,A.; Albert,19,3,A. Louppe; Albert LOUPPE; Albert Louppe
pissard-l,Pissard,L.; Léon,19,2,L. Pissard; Léon Pissard
portier-h,Portier,H.; Henri; Henri-René-Jules,19,3,H. Portier; Henri Portier; Henri-René-Jules Portier
chaumier-a,Chaumier,A.; A.-J.-T.; Arsène,19,3,A. Chaumier; A.-J.-T. Chaumier; Arsène Chaumier
devaux-p,Devaux,P.; Paul,19,2,P. Devaux; Paul Devaux
de-monplanet-c,de Monplanet,C.; CHRISTIAN; Christian,19,4,C. DE MONPLANET; CHRISTIAN DE MONPLANET; Christian de MONPLANET; Christian de Monplanet
perot-j,Pérot,J.; Jules,19,5,J. Perot; J. PÉROT; J. Pérot; Jules Perot; Jules Pérot
biron-l,Biron,L.; Louis,19,4,L. BIRON; L. Biron; Louis BIRON; Louis Biron
trives-f,Trives,F.; François,19,4,F. TRIVES; F. Trives; François TRIVES; François Trives
chalas-e,Chalas,E.; Emile; Émile,19,3,E. Chalas; Emile Chalas; Émile Chalas
mauclere-e,Mauclère,E.; Eugène,18,3,E. Mauclère; E. Mauclère. 13; Eugène Mauclère
damour-a,Damour,A.; André,18,2,A. Damour; André Damour
murat-c,Murat,Ch.; Charles,18,2,Ch. Murat; Charles Murat
villain-f,Villain,F.; François,18,2,F. Villain; François Villain
desforges-p,Desforges,P.; Paris; Pierre,18,3,P. Desforges; Paris Desforges; Pierre Desforges
giros-a,Giros,A.; Alexandre,18,2,A. Giros; Alexandre Giros
guerard-h,Guérard,H.; Horace,18,2,H. Guérard; Horace Guérard
piot,Piot,,18,2,Piot; Piot. 6
hornung-j,Hornung,J.; J. C.; J.-C.; Jean-Charles,18,6,J. C. Hornung; J. C. Hornung. 1; J. Hornung. 3; J.-C. Hornung; J.-C. Hornung°; Jean-Charles Hornung
grand-p,Grand,P.; Pierre,18,3,P. Grand; Pierre Grand; Pierre Grand 5
van-den-ven-p,Van den Ven,P.; Paul,18,4,P. Van den Ven; P. Van den Ven 2; Paul Van den Ven; Paul van Den Ven
caudrelier-e,Caudrelier,E.; Étienne,18,3,E. Caudrelier; Étienne CAUDRELIER; Étienne Caudrelier
berthet-j,Berthet,J.; Jean; Jules,18,5,J. BERTHET; J. Berthet; Jean Berthet; Jules BERTHET; Jules Berthet
robaglia-b,Robaglia,B.; Barthélémy,18,3,B. Robaglia; Barthélémy Robaglia; Barthélémy Robaglia 1
durand-p,Durand,P.; P. M.; P.-M.; Paul; Pierre; Pierre Roger; Pierre-Louis; Pierre-Marie,18,9,P. Durand; P. M. Durand; P.-M. Durand; Paul Durand; Pierre Durand; Pierre Roger Durand; Pierre-Louis DURAND; Pierre-Louis Durand; Pierre-Marie Durand
toussaint-g,Toussaint,G.; Georges; Gibert,18,3,G. Toussaint; Georges Toussaint; Gibert Toussaint
masset-e,Masset,E.; Eugène,18,2,E. Masset; Eugène Masset
delalande-l,Delalande,L.; Louis,18,4,L. DELALANDE; L. Delalande; Louis DELALANDE; Louis Delalande
biver,Biver,,18,1,Biver
homberg-a,Homberg,A.; André,18,3,A. Homberg; André HOMBERG; André Homberg
davis-e,Davis,E.; Edmond; Edmund; Edward,18,5,E. Davis; Edmond Davis; Edmund Davis; Edmund Davis2; Edward Davis
rehm-v,Rehm,V.; Victor,18,2,V. Rehm; Victor Rehm
berengier-m,BÉRENGIER,Marius,18,3,Marius Berengier; Marius BÉRENGIER; Marius Bérengier
borgeaud-a,Borgeaud,A.; Alfred,18,2,A. Borgeaud; Alfred Borgeaud
drosso-c,Drosso,C.; Constantin,18,2,C. Drosso; Constantin Drosso
martin-a,Martin,A.; Albert; Alexandre; Auguste,18,4,A. Martin; Albert Martin; Alexandre Martin; Auguste Martin
monnier-l,Monnier,L.; LOUIS; Louis,18,4,L. Monnier; LOUIS MONNIER; Louis Monnier; Louis Monnier. 4
loi,Loi,,18,1,Loi
arnoux-e,Arnoux,E.; Émile,18,3,E. Arnoux; Émile ARNOUX; Émile Arnoux
orosdi-l,Orosdi 2,L.; Léon,18,4,L. Orosdi; L. Orosdi. 3; Léon Orosdi; Léon Orosdi 2
bauer-l,Bauer,L.; Louis,18,2,L. Bauer; Louis Bauer
trechot-f,Tréchot,F.; François,18,2,F. Tréchot; François Tréchot
guibert-g,Guibert,G.; Georges,18,2,G. Guibert; Georges Guibert
bouruet-aubertot-j,Bouruet-Aubertot,J.; Jean,18,4,J. Bouruet- Aubertot; J. Bouruet-Aubertot; Jean Bouruet- Aubertot; Jean Bouruet-Aubertot
hausser-g,Hausser,G.; Gaston,18,2,G. Hausser; Gaston Hausser
monteil-j,Monteil,J.; Joseph,18,2,J. Monteil; Joseph Monteil
hermann-du-pasquier,Hermann du Pasquier,,18,1,Hermann du Pasquier
renoux-l,Renoux,L.; Louis,18,2,L. Renoux; Louis Renoux
piquet-v,Piquet,V.; Victor,18,2,V. Piquet; Victor Piquet
vaucheret-a,Vaucheret,A.; André,18,3,A. VAUCHERET; A. Vaucheret; André Vaucheret
lambert-l,Lambert,L.; Léon,18,4,L. LAMBERT; L. Lambert; Léon LAMBERT; Léon Lambert
dufay-h,Dufay,H.; Henri,18,3,H. Dufay; Henri DUFAY; Henri Dufay
baron-r,Baron,Roger; Roland,18,3,Roger Baron; Roland BARON; Roland Baron
gueugnier-l,Gueugnier,L.; Léon; Léon-Pierre-Désiré,18,3,L. Gueugnier; Léon Gueugnier; Léon-Pierre-Désiré Gueugnier
hermenier,Hermenier,,18,1,Hermenier
ectors-j,Ectors,J.; Jacques; Jean,18,4,J. Ectors; Jacques Ectors; Jean ECTORS; Jean Ectors
