person_id,surname,given_variants,n_companies,n_board_companies,n_observations,top_role,roles,first_year,last_year,regions,sectors,n_name_variants,name_variants,merged_keys,affiliation_notes
epinat-j,Épinat,J.; Jean,19,19,29,administrateur,administrateur:20; president:7; administrateur_delegue:2,1920,1966,Maroc,"Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique); Mines; Sociétés foncières et immobilières; Transports maritimes, fluviaux et aériens; Transports terrestres, garages automobiles et agricoles",4,J. Epinat; J. Épinat; Jean Épinat; Épinat,epinat; epinat-j,ONA
lasseigne-l,Lasseigne,L.; Lucien,19,19,25,administrateur,administrateur:22; president:3,1928,1971,Afrique occidentale francaise; Antilles-Guyane; Indochine; Maroc,"Agro-alimentaire, cultures industrielles; Bois, meubles, papier, allumettes; Documents généraux (par ordre chronologique); Filière bois : exploitation forestière, meubles, cellulose, papier…; Héveas et caoutchouc; Sociétés foncières et immobilières; Transports terrestres et garages",3,L. Lasseigne; Lasseigne; Lucien Lasseigne,lasseigne; lasseigne-l,Banque franco-chinoise; Bq franco-chinoise; Sofinindo
faure-j,Faure,J.; Jacques; Joseph,18,18,44,administrateur,administrateur:33; president:5; president_directeur_general:3; directeur:2; secretaire:1,1890,1953,Afrique equatoriale francaise; Algerie; Empire (transversal); Indochine; Madagascar et Djibouti; Maroc; Tunisie,"Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux; Groupes miniers transcoloniaux; Mines; Mines et carrières; industries agro-alimentaires",3,J. Faure; Jacques Faure; Joseph Faure,faure-j,fils du précédent
hersent-j,Hersent,J.; J. B.; J. B. D.; J.-B.; J.B.D.; Jean,18,18,43,administrateur,administrateur:26; president:14; vice_president:3,1890,1954,Algerie; Indochine; Maroc; Pacifique; Tunisie,"Documents généraux; Documents généraux (par ordre chronologique); Eau, gaz, électricité (Utilities); Industries agro-alimentaires; Industries diverses; Mines et carrières; Sociétés; Sociétés foncières et immobilières; Transports maritimes, fluviaux et aériens; Transports terrestres et garages",6,J. B. D. Hersent; J. B. Hersent; J. Hersent; J.-B. Hersent; J.B.D. Hersent; Jean Hersent,hersent-j,BTP; Jean; fils d'Hildevert; T.P.; de l'entreprise de TP éponyme; fils d'Hildevert; ép. A.-M. Thomas
orcel-j,Orcel,J.; Jacques,18,18,43,administrateur,administrateur:38; administrateur_delegue:5,1913,1969,Afrique occidentale francaise; Algerie; Empire (transversal); Maroc,"Agro-alimentaire, cultures industrielles; Banques, groupes financiers, assureurs; Bâtiment et travaux publics, matériaux de construction, céramique; Commerce; Documents généraux (par ordre chronologique); Industries agro-alimentaires; Pétrole et gaz; Transports terrestres, garages automobiles et agricoles",3,J. Orcel; Jacques Orcel; Jacques Orcel. 3,orcel-j,Bracodi; Brass. Nord-Maroc.; Brass. du Maroc; Carrières marocaines; Comptoir frs du Maroc; SOBOA; ing. ECP
rebuffel-c,Rebuffel,C.; Ch; Ch.; Charles,18,18,42,administrateur,administrateur:26; president:11; administrateur_delegue:2; commissaire_aux_comptes:2; vice_president:1,1890,1958,Afrique occidentale francaise; Empire (transversal); Indochine; Maroc; Proche-Orient,"Bâtiment et travaux publics; Documents généraux; Documents généraux (par ordre chronologique); Eau, gaz, électricité (Utilities); Groupes financiers transcoloniaux; Industries diverses; Mines; Transports maritimes, fluviaux et aériens",4,C. Rebuffel; Ch Rebuffel; Ch. Rebuffel; Charles Rebuffel,rebuffel-c,GTM; GTM; 42.-Z-385; arles; GTM
boyer-j,Boyer,J; J.; Jacques; Jean,23,18,39,administrateur,administrateur:27; commissaire_aux_comptes:9; president:2; vice_president:1,1887,1993,Afrique equatoriale francaise; Afrique occidentale francaise; Empire (transversal); Indochine; Proche-Orient,"Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities); Groupes financiers transcoloniaux; Industries; Plantations à participation française; Transports terrestres; Transports terrestres et garages",5,J Boyer; J. Boyer; Jacques BOYER; Jacques Boyer; Jean Boyer,boyer-j,BAO; CNEP; Indoch. élect.; SNI; Tabacs Portugal; UIC; comm. cptes France-Iard; comm. cptes La France-Vie; comm. cptes Siboga caout. plantage; comm. cptes UIC; v.-pdt Centrale p. l’indus.
bernard-f,Bernard,F.; Fernand,18,18,35,administrateur,administrateur:32; president:3,1890,1953,Afrique occidentale francaise; Empire (transversal); Indochine,"Agro-alimentaire, cultures industrielles; Banque, gérance, assurances…; Café, thé, épices, coco, quinquina, vanille; Documents généraux (par ordre chronologique); Groupes indochinois et dirigeants d'affaires diverses; Héveas et caoutchouc; Industries diverses; Transports fluviaux, maritimes et aériens. Ports, phares; Transports terrestres et garages",2,F. Bernard; Fernand Bernard,bernard-f,Messageries fluviales de Cochinchine; ex-Messageries fluviales de Cochinchine
chiris-g,Chiris,G.; Georges,18,18,34,president,president:24; administrateur:10,1890,1958,Afrique equatoriale francaise; Indochine; Madagascar et Djibouti; Maroc; Pacifique,Documents généraux; Documents généraux (par ordre chronologique); Industrie; Sociétés,2,G. Chiris; Georges Chiris,chiris-g,père de Léon-Antoine; Bambao
anthoine-f,Anthoine,F.; François; François Paul,18,18,34,administrateur,administrateur:31; vice_president:3,1937,1969,Afrique equatoriale francaise; Afrique occidentale francaise; Algerie; Empire (transversal); Indochine; Maroc,"Agro-alimentaire, cultures industrielles; Commerce; Documents généraux (par ordre chronologique); Eau, gaz, électricité (Utilities); Filière bois : exploitation forestière, liège, meubles, cellulose, papier…; Groupes financiers transcoloniaux; Industries; Industries agro-alimentaires",3,F. Anthoine; François Anthoine; François Paul Anthoine,anthoine-f,BBPB; BPPB; Cie Gale colonies; Cie française des câbles télégraphiques; Cie gale du Maroc; Cie générale des colonies; Cie générale du Maroc; Cégépar; Fasi d’élec.; LUCIA; L’Alfa; SMD; v.-pdt Moulins du Maghreb; Élect. et eaux de Madagascar
getten-p,Getten,P.; Pierre,18,18,31,administrateur,administrateur:29; president:2,1930,1969,Empire (transversal); Indochine; Madagascar et Djibouti; Maroc,"Banques, groupes financiers, assureurs; Documents généraux; Documents généraux (par ordre chronologique); Groupes industriels transcoloniaux; Mines; Sociétés; Transports terrestres et garages",2,P. Getten; Pierre Getten,getten-p,"Belge des mines, minerais et métaux; CIWLT; Ch. de fer du Nord; Cockerill; Djibouti-Addis-Abeba; EMGP; Forges et aciéries du Nord et de l’Est; HPLM; Omnium nord-africain; Peñarroya; Peñarroya-Maroc; Providence; Rothschild; Soc. d’investissement du Nord; UCLAF; UEIF depuis 1951; pdt Ch. de fer de l’Indochine et du Yunnan"
simoni-p,Simoni,P.; Paul,18,18,28,administrateur,administrateur:24; administrateur_delegue:3; president:1,1890,1938,Afrique equatoriale francaise; Empire (transversal); Indochine,"Agro-alimentaire; Banque, gérance, assurances…; Bois, meubles, papier, allumettes; Commerce; Cuirs et textiles; Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities); Héveas et caoutchouc; Mines; Presse coloniale métropolitaine; Transports fluviaux, maritimes et aériens. Ports, phares",4,P. SIMONI; P. Simoni; Paul Simoni; Simoni,simoni; simoni-p,Paul; Paul; anc. résid. au Tk; † 1931; Paul; anc. résup Tonkin; Paul; ancien résident supérieur au Tonkin
levy-g,Levy,G.; Gaston,18,18,24,administrateur,administrateur:19; administrateur_delegue:4; president:1,1900,1943,Afrique equatoriale francaise; Afrique occidentale francaise,"Agro-alimentaire; Agro-alimentaire, cultures industrielles; Banques et groupes financiers; Commerce; Documents généraux (par ordre chronologique); Industrie; Industries; Transports",4,G. Levy; G. Lévy; Gaston Levy; Gaston Lévy,levy-g,Kong
thion-de-la-chaume-r,Thion de la Chaume,René; René-Jules; Robert,18,18,24,administrateur,administrateur:15; president:5; vice_president:2; directeur:2,1887,1963,Afrique occidentale francaise; Empire (transversal); Indochine,"Agro-alimentaire, cultures industrielles; Cuirs et textiles; Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux; Héveas et caoutchouc; Mines; Transports terrestres et garages",5,René Thion de La Chaume; René Thion de la Chaume; René-Jules Thion de la Chaume; Robert THION de la CHAUME; Robert Thion de la Chaume,thion-de-la-chaume-r,SIPH
langlois-berthelot-d,Langlois-Berthelot,Daniel,18,18,19,administrateur,administrateur:14; president:2; vice_president:2; president_directeur_general:1,1956,1956,Empire (transversal),Documents généraux (par ordre chronologique),1,Daniel Langlois-Berthelot,langlois-berthelot-d,"1933 adm., 1949 v.- pdt Carrières de l’Ouest; 1949 adm., 1966 v.-pdt Pap. de La Risle, Pont- Audemer; Bq de F; Caoutch. Mékong; Chantiers et ateliers réunis d’Indochine; Fils Charvet; Fin. caoutchoucs; Lesieur-Afrique Casa; Padang; Pap. Navarre; SADEV TP; Sennah rubber; Sté d’invest. de l’Est; Un. tropic. plantations-Côte-d'Ivoire; pdg Cie du Cambodge; pdt SAFA-Cameroun; v.-pdt Charbonn. du Tonkin; Élect. Mors"
fontaine-a,Fontaine,A. R.; A.-R.; A.R.; André; Armand; Auguste-Raphaël,17,17,43,administrateur,administrateur:24; president:14; vice_president:4; administrateur_delegue:1,1890,1938,Afrique equatoriale francaise; Afrique occidentale francaise; Indochine; Maroc,"Autres industries alimentaires; Banque, gérance, assurances…; Commerce; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Industries diverses; Mines; Sociétés diverses",6,A. R. Fontaine; A.-R. Fontaine; A.R. Fontaine; André Fontaine; Armand Fontaine; Auguste-Raphaël Fontaine,fontaine-a,Distill. Indo.; Distill. Indoch.; Distill. Indoch. (SFDIC); Distill. Indoch. (SFDIC); 1859-1934; fils de Léonard
minost-e,Minost,E.; Émile,18,17,37,administrateur,administrateur:26; president:5; vice_president:5; directeur:1,1933,1971,Empire (transversal); Indochine; Madagascar et Djibouti; Proche-Orient,"Banque, gérance, assurances…; Documents généraux; Documents généraux (par ordre chronologique); Héveas et caoutchouc; Mines; Sociétés; Sociétés françaises ou à participation française; Transports terrestres et garages",2,E. Minost; Émile Minost,minost-e,BIC; Banque de l'Indochine; Bq Indoch.; Bq de l'Indoch.; Charbonn. du Tonkin; Créd. fonc. Ouest-afric.; Crédit hypo. Indoch.; Djibouti-Addis-Abeba; Say; Sudameris; Suez; dg Crédit foncier égyptien; pdt Bq Indoch.; pdt SIPH; v.-pdt Ch. de fer de l’Indochine et du Yunnan; v.-pdt Créd. fonc. Indoch.
begouen-m,Begouën,Max,17,17,35,administrateur,administrateur:19; administrateur_delegue:10; president:4; vice_president:2,1920,1975,Afrique occidentale francaise; Empire (transversal); Madagascar et Djibouti; Maroc,Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux; Industrie; Industries agro-alimentaires; Sociétés commerciales transcoloniales; Transports,6,Max Begouen; Max Begouën; Max Begouën. 18; Max Begouën. 6; Max Bégouen; Max Bégouën,begouen-m,Devès & Chaumet; représent. les Établ. Devès et Chaumet; sic. lire Begouën; Devès & Chaumet; sic: Begouën; Devès & Chaumet
michel-c,Michel,Ch; Ch.; Charles; Clifford W,18,17,33,administrateur,administrateur:25; president:6; directeur:1; commissaire_aux_comptes:1,1887,1956,Algerie; Empire (transversal); Indochine; Maroc; Tunisie,"Bâtiment et travaux publics; Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux; Mines; Mines et carrières; Rizières, rizeries, négoce de riz et autres céréales",4,Ch Michel; Ch. Michel; Charles Michel; Clifford W Michel,michel-c,Compagnie métallurgique et minière franco-marocaine; arles; arles; repr. du banquier E.-R. Worms Voir Qui êtes-vous ? 1924- Indochine; groupe de métallurgistes du Nord et de l'Est; pdt Dome mines; repr. d'E.-R. Worms; repr. du banquier E.R. Worms
piot-m,Piot,Maurice,17,17,28,administrateur,administrateur:19; president:6; administrateur_delegue:3,1915,1958,Maroc,"Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique); Hôtellerie, tourisme, tourisme; Industries agro-alimentaires; Sociétés foncières et immobilières",1,Maurice Piot,piot-m,Bq comm. du Maroc; Bq commerciale du Maroc; ép. Germaine Verdet
faure-a,Faure,A; A.; Albert; Alexis; André; Arnaud; Auguste,18,17,25,administrateur,administrateur:19; president:5; liquidateur:1,1926,1963,Afrique equatoriale francaise; Afrique occidentale francaise; Empire (transversal); Indochine; Maroc; Pacifique,Commerce; Documents généraux; Documents généraux (par ordre chronologique); Sociétés; Transports aériens,7,A Faure; A. Faure; Albert Faure; Alexis Faure; André Faure; Arnaud Faure; Auguste Faure,faure-a,Astra; Bergougnan; Caoutchoucs de l'Indochine; Ch. de fer de l’Est de Lyon; Indoch. de cult. tropicales; Unilever; liquid. Omnium d’Algérie-Tunisie
boyer-p,Boyer,P.; P.-A.; Paul; Paul-Albert,16,16,52,administrateur,administrateur:32; president:17; vice_president:3,1912,1956,Afrique occidentale francaise; Algerie; Empire (transversal); Indochine; Madagascar et Djibouti; Proche-Orient,"Banque; Banques et groupes financiers; Banques et groupes financiers, assurances; Commerce; Documents généraux (par ordre chronologique); Eau et assainissement, électricité (utilities); Industries; Transports fluviaux, maritimes et aériens",5,P. Boyer; P. Boyer ]. 8; P.-A. Boyer; Paul Boyer; Paul-Albert Boyer,boyer-p,Bq Madag.; CNEP; Canal de Panama; Cie gén. frse crédit; Comptoir central créd.; Havraise Péninsulaire; v.-pdt Immob. Comptoir central crédit; † oct. 1939
roume-e,Roume,E.; Ernest,16,16,44,administrateur,administrateur:25; president:19,1910,1964,Afrique occidentale francaise; Empire (transversal); Indochine; Madagascar et Djibouti; Maroc; Pacifique,"Banque; Banque, gérance, assurances…; Commerce; Documentation générale (par ordre chronologique); Documents généraux; Documents généraux (par ordre chronologique); Mines et métallurgie; Sociétés; Sports; Transports terrestres, garages automobiles et agricoles",3,E. Roume; Ernest Roume; Roume,roume; roume-e,Bq Indoch.; anc. gouv. col.
bouffe-g,Bouffé,G.; Gaston,16,16,42,administrateur,administrateur:39; president:3,1920,1963,Afrique occidentale francaise; Algerie; Empire (transversal); Madagascar et Djibouti; Maroc; Pacifique; Tunisie,"Commerce; Documents généraux; Documents généraux (par ordre chronologique); Industries chimiques; Sociétés; Sociétés foncières et immobilières; Transports; Transports maritimes et aériens; Transports maritimes, fluviaux et aériens",3,G. Bouffé; Gaston Bouffe; Gaston Bouffé,bouffe-g,Alg. prod. chim. + engrais; Phosphates Océanie; SCAC
